zipcode,r_a,e_a,p_t_a,p_u_a,high_demand,n_t_a,n_u_a,is_desert,is_under5_desert
13060,0.5053094104723544,63496.3768115942,532.0,211,False,61.0,0.0,True,True
13061,0.8133971291866029,78186.27450980392,74.2,36,True,0.0,0.0,True,True
13063,0.5129716981132075,79597.7011494253,53.0,17,False,56.0,0.0,False,True
13066,0.520702634880803,95463.10240963857,0.0,0,False,378.0,155.0,False,False
13068,0.5420678107994977,66650.57915057914,50.8,17,False,129.0,0.0,False,True
13069,0.4679613311660535,56307.1297989031,117.6,15,True,563.0,162.0,False,False
13071,0.5092592592592593,61931.81818181818,530.6,118,False,16.0,0.0,True,True
13072,0.3818615751789976,53906.25,179.4,41,True,0.0,0.0,True,True
13073,0.4513355848940743,62925.17006802722,27.8,7,False,107.0,60.0,False,False
13074,0.4221872894677745,57579.78723404255,44.0,0,True,40.0,0.0,False,False
13076,0.4552980132450331,68181.81818181818,33.4,6,False,16.0,0.0,False,True
13077,0.4920252783629251,64487.76758409786,914.8,423,False,116.0,0.0,True,True
13078,0.4371031563448974,95289.47368421052,79.8,0,False,24.0,0.0,True,False
13080,0.4745666382495027,67290.41916167663,100.8,62,False,24.0,0.0,True,True
13081,0.466786355475763,71394.23076923078,550.2,329,False,0.0,0.0,True,True
13082,0.6053333333333333,64317.18061674009,1061.2,340,True,0.0,0.0,True,True
13083,0.4122674710910005,59908.53658536586,3108.6,1224,True,0.0,0.0,True,True
13084,0.6024730334122599,74399.56331877729,864.2,255,True,56.0,0.0,True,True
13088,0.5402938760609656,63080.658783783794,761.4,311,False,692.0,257.0,False,False
13090,0.5428707742639041,71107.97237915882,830.6,281,False,1099.0,296.0,False,False
13092,0.392516507703595,60630.84112149532,180.2,64,False,8.0,0.0,True,True
13101,0.4937759336099585,55777.31092436974,12.2,2,True,64.0,0.0,False,True
13103,0.6637168141592921,35833.33333333333,125.8,13,True,0.0,0.0,True,True
13104,0.4661851608667104,97871.31882202304,103.4,37,False,518.0,349.0,False,False
13108,0.4917250159134309,80582.52427184467,1760.2,461,False,149.0,53.0,True,True
13110,0.4897446630389284,75534.18803418803,0.0,0,False,0.0,0.0,True,False
13111,0.4134078212290503,53209.45945945945,67.4,26,True,0.0,0.0,True,True
13112,0.5439814814814815,73404.25531914894,131.8,23,False,8.0,0.0,True,True
13114,0.4123293226983912,64590.16393442623,22.4,0,False,97.0,0.0,False,False
13116,0.4901423877327491,69134.07821229051,503.4,210,False,112.0,28.0,True,True
13118,0.414730683187059,62344.39834024896,316.4,71,False,61.0,37.0,True,True
13120,0.5184851217312895,49130.434782608696,60.0,27,True,44.0,8.0,False,True
13122,0.5295315682281059,69711.53846153845,40.6,31,False,0.0,0.0,True,True
13126,0.4002425712553062,63378.09917355371,295.0,103,False,629.0,257.0,False,False
13131,0.565008025682183,62073.86363636363,41.8,21,False,8.0,0.0,True,True
13132,0.5350500715307582,65040.10695187165,22.2,4,False,8.0,0.0,False,True
13135,0.4907878017789072,64927.18446601942,245.6,49,False,158.0,40.0,False,False
13136,0.60790273556231,46250.0,49.0,31,True,0.0,0.0,True,True
13140,0.4405997693194925,55366.49214659686,21.4,8,True,0.0,0.0,True,True
13141,0.4885496183206106,60156.25,15.0,0,False,0.0,0.0,True,False
13142,0.4930509596293845,62835.570469798666,43.8,16,False,40.0,0.0,False,True
13143,0.5055225148683092,57037.81512605042,3.0,0,True,0.0,0.0,True,False
13144,0.4081632653061224,51620.370370370365,373.8,122,True,0.0,0.0,True,True
13145,0.5203761755485894,58885.5421686747,56.4,35,True,66.0,0.0,False,True
13146,0.4365808823529412,51973.68421052631,91.6,26,True,8.0,0.0,True,True
13147,0.5059203444564048,61436.17021276595,34.8,0,False,0.0,0.0,True,False
13148,0.4532891100055279,58866.86991869918,212.8,12,True,235.0,117.0,False,False
13152,0.5311688311688312,97463.32518337408,0.0,0,False,210.0,84.0,False,False
13155,0.4761904761904761,59722.22222222222,470.0,202,True,10.0,0.0,True,True
13156,0.4149377593360996,66666.66666666667,3885.2,1247,False,0.0,0.0,True,True
13158,0.4733727810650887,59375.0,192.2,45,True,0.0,0.0,True,True
13159,0.4920846843410261,78343.02325581395,570.6,184,False,146.0,18.0,True,True
13160,0.4111405835543766,66532.25806451612,0.0,0,False,26.0,0.0,False,False
13164,0.4779411764705882,79807.69230769231,106.8,71,False,16.0,0.0,True,True
13165,0.5130901061928294,55225.40983606558,4.8,0,True,218.0,84.0,False,False
13166,0.4515456755817992,62548.07692307693,107.19999999999999,25,False,23.0,0.0,True,True
13167,0.5633802816901409,65178.57142857143,499.6,329,False,20.0,20.0,True,True
13202,0.3355613149638521,50203.25203252032,118.0,48,True,118.0,94.0,False,False
13203,0.3683961146647714,43850.48231511254,646.0,142,True,527.0,260.0,False,False
13204,0.4102301790281329,39261.22194513716,14.0,0,True,684.0,273.0,False,False
13205,0.3951519176490121,38637.95518207283,816.0,370,True,592.0,153.0,False,True
13206,0.494226051576617,47805.690072639234,3428.4,1288,True,252.0,58.0,True,True
13207,0.47090112640801,49896.17940199336,242.39999999999998,69,True,417.0,153.0,False,False
13208,0.410496232787737,38330.696202531646,239.6,71,True,625.0,295.0,False,False
13209,0.5132488041910257,57932.69230769231,0.0,0,True,233.0,75.0,False,False
13210,0.3296071876305892,49881.14104595879,225.39999999999998,36,True,173.0,14.0,False,True
13211,0.5428954423592494,45949.07407407407,157.4,37,True,76.0,36.0,True,False
13212,0.5160383758116096,59553.99061032864,120.4,41,True,388.0,128.0,False,False
13214,0.4191482189010001,75368.6327077748,0.0,0,False,362.0,209.0,False,False
13215,0.5077879444017601,85453.92022008254,414.8,114,False,396.0,286.0,False,False
13219,0.5380214694349811,68862.00716845879,198.8,59,False,242.0,178.0,False,False
13224,0.4672897196261682,68222.89156626505,409.79999999999995,88,False,459.0,323.0,False,False
13302,0.5083514887436456,52678.57142857143,320.2,174,True,0.0,0.0,True,True
13303,0.416988416988417,67592.59259259258,378.4,142,False,8.0,0.0,True,True
13304,0.484627410109432,79838.70967741935,598.6,298,False,24.0,16.0,True,True
13308,0.3567396703544818,57436.70886075949,4.0,2,True,0.0,0.0,True,True
13309,0.4547803617571059,60937.5,80.4,35,False,32.0,0.0,False,True
13310,0.3703703703703703,57258.06451612903,39.0,0,True,0.0,0.0,True,False
13314,0.99,53676.470588235294,399.2,200,True,0.0,0.0,True,True
13315,0.405982905982906,61622.80701754386,4.0,0,False,38.0,30.0,False,False
13316,0.4803788903924222,59419.01408450704,255.8,95,True,24.0,0.0,True,True
13317,0.4297851074462768,59229.6511627907,189.0,64,True,24.0,0.0,True,True
13318,0.5681818181818182,57916.66666666666,172.6,117,True,8.0,0.0,True,True
13319,0.7454545454545455,49085.365853658535,100.8,25,True,8.0,0.0,True,True
13320,0.4124700239808153,61482.558139534885,0.0,0,False,0.0,0.0,True,False
13322,0.5591798695246971,65000.0,207.0,82,False,0.0,0.0,True,True
13323,0.4322482288583983,77645.22821576762,196.39999999999998,51,False,288.0,162.0,False,False
13324,0.5807622504537205,57552.08333333333,64.2,12,True,0.0,0.0,True,True
13325,0.4736275565123789,57102.27272727272,280.4,76,True,0.0,0.0,True,True
13326,0.5449127288207748,79003.90625,20.0,6,False,195.0,135.0,False,False
13327,0.452914798206278,56559.405940594064,165.8,48,True,8.0,0.0,True,True
13328,0.372157133011716,68055.55555555555,28.2,13,False,0.0,0.0,True,True
13329,0.4556962025316455,53163.58024691357,6.3999999999999995,1,True,26.0,0.0,False,True
13331,0.99,71428.57142857142,521.8,133,True,0.0,0.0,True,True
13332,0.3856845031271717,56081.08108108107,94.0,20,True,8.0,0.0,True,True
13334,0.5938494167550371,58258.92857142858,649.4,140,True,0.0,0.0,True,True
13335,0.5239852398523985,59330.98591549296,79.6,27,True,0.0,0.0,True,True
13337,0.6278713629402757,80487.80487804877,84.4,29,True,0.0,0.0,True,True
13338,0.499194847020934,58870.967741935485,1568.4,725,True,8.0,0.0,True,True
13339,0.44543063773833,52352.39852398524,20.8,4,True,80.0,0.0,False,True
13340,0.5067522396042252,60718.99736147757,121.19999999999999,58,False,72.0,8.0,False,True
13343,0.4676923076923077,60032.8947368421,304.8,57,False,16.0,16.0,True,True
13346,0.2978859705317104,83400.5376344086,247.2,42,False,146.0,90.0,False,False
13348,0.3774715398442181,60317.46031746031,186.8,71,False,8.0,0.0,True,True
13350,0.4022692109334708,53653.84615384616,105.0,96,True,135.0,79.0,False,False
13354,0.4840182648401826,70597.48427672956,0.0,0,False,0.0,0.0,True,False
13355,0.3511852502194907,58437.5,780.2,261,True,8.0,0.0,True,True
13357,0.4494709251528977,54724.62203023758,0.0,0,True,100.0,0.0,False,False
13360,0.99,59782.608695652176,41.0,10,True,0.0,0.0,True,True
13361,0.4689863842662632,54435.48387096774,710.6,295,True,0.0,0.0,True,True
13363,0.440016604400166,65212.2641509434,185.8,50,False,0.0,0.0,True,True
13365,0.4438395076340395,58366.66666666667,15.2,0,True,75.0,24.0,False,False
13367,0.4250172771250864,62567.75067750678,23.8,5,False,261.0,117.0,False,False
13368,0.4549509366636931,53676.470588235294,1147.2,426,True,38.0,30.0,True,True
13402,0.5979760809567617,56346.15384615385,31.4,5,True,10.0,0.0,True,True
13403,0.3485254691689008,72621.45748987854,192.0,133,False,136.0,80.0,False,True
13406,0.508130081300813,58500.0,18.8,11,True,0.0,0.0,True,True
13407,0.4552529182879377,55769.230769230766,12.0,6,True,67.0,0.0,False,True
13408,0.3369790127106118,57785.08771929824,0.0,0,True,89.0,66.0,False,False
13409,0.5617408906882592,56081.08108108108,20.0,8,True,96.0,0.0,False,True
13411,0.5140357273058694,53634.75177304964,419.8,139,True,81.0,17.0,True,True
13413,0.4778282766244933,82005.14138817482,60.2,8,False,374.0,206.0,False,False
13416,0.4474272930648769,64625.0,395.0,83,False,16.0,0.0,True,True
13417,0.5575249758298421,53901.73410404624,949.8,351,True,20.0,0.0,True,True
13420,0.7509157509157509,68445.12195121951,79.8,5,True,41.0,30.0,False,False
13421,0.4783386482072023,59024.39024390243,614.4,144,True,314.0,149.0,False,False
13424,0.4925241864555849,64843.75,7.0,7,False,274.0,96.0,False,False
13425,0.5051078320090806,56179.77528089887,100.0,28,True,0.0,0.0,True,True
13428,0.3979125896934116,58401.63934426229,460.2,222,True,0.0,0.0,True,True
13431,0.4538421866941722,70454.54545454546,158.6,42,False,24.0,0.0,True,True
13433,0.4371584699453552,49479.16666666667,192.4,58,True,0.0,0.0,True,True
13437,0.6188925081433225,53947.36842105263,78.0,24,True,0.0,0.0,True,True
13438,0.5711422845691383,67470.76023391812,95.0,0,False,0.0,0.0,True,False
13439,0.4710632570659488,57785.71428571428,18.0,9,True,15.0,15.0,False,False
13440,0.4466236225059469,58172.554347826095,5152.0,2156,True,650.0,44.0,True,True
13441,0.5855855855855856,60576.92307692308,0.0,0,False,84.0,84.0,False,False
13450,0.3968253968253968,47500.0,146.2,27,True,0.0,0.0,True,True
13452,0.3918752564628642,54188.48167539267,5762.6,1913,True,36.0,20.0,True,True
13454,0.4644808743169399,57720.58823529411,121.2,38,True,0.0,0.0,True,True
13456,0.4978627105858687,73232.32323232324,1542.6,602,False,16.0,0.0,True,True
13459,0.458984375,59840.425531914894,761.2,190,True,36.0,20.0,True,True
13460,0.484509666899604,55228.36538461538,2284.0,880,True,56.0,0.0,True,True
13461,0.5098163394553515,70885.09316770187,1716.4,554,False,68.0,0.0,True,True
13464,0.4176706827309236,49278.84615384616,612.4,204,True,0.0,0.0,True,True
13468,0.7560137457044673,56250.0,314.6,149,True,0.0,0.0,True,True
13469,0.296127562642369,68589.7435897436,865.5999999999999,253,False,0.0,0.0,True,True
13470,0.3943661971830985,53125.0,1326.6,486,True,0.0,0.0,True,True
13471,0.5007530120481928,53571.428571428565,1472.4,494,True,0.0,0.0,True,True
13473,0.301418439716312,60294.117647058825,2590.6,982,False,60.0,0.0,True,True
13476,0.5478991596638656,63726.99386503067,352.0,124,False,0.0,0.0,True,True
13477,0.404040404040404,60416.66666666666,1975.6,517,False,0.0,0.0,True,True
13478,0.4901315789473684,62332.214765100674,219.39999999999998,62,False,88.0,0.0,False,True
13480,0.4670169293636894,60625.0,488.0,228,False,36.0,0.0,True,True
13483,0.2863436123348017,50961.53846153846,3292.2,1262,True,0.0,0.0,True,True
13485,0.3241590214067278,55424.52830188679,0.0,0,True,0.0,0.0,True,False
13486,0.5284552845528455,65064.10256410256,273.6,108,False,0.0,0.0,True,True
13488,0.851063829787234,41666.66666666666,610.6,321,True,0.0,0.0,True,True
13489,0.5440900562851783,61206.89655172415,214.39999999999998,31,False,0.0,0.0,True,True
13490,0.5927180355630821,66964.28571428571,1625.6,554,False,94.0,94.0,True,True
13491,0.430833117051648,60768.07228915663,422.8,208,False,30.0,0.0,True,True
13492,0.5186485300570426,72165.820642978,61.0,16,False,246.0,106.0,False,False
13493,0.3900226757369615,53779.06976744186,26.0,26,True,0.0,0.0,True,True
13494,0.7207207207207207,57031.25,121.8,30,True,0.0,0.0,True,True
13495,0.5045651129264777,53690.47619047618,50.8,0,True,32.0,0.0,False,False
13501,0.3887726638772664,45715.88725176169,1898.8,850,True,1409.0,700.0,False,False
13502,0.4234144043342559,51425.59109874826,586.4,156,True,486.0,209.0,False,False
13601,0.4202754878430554,55159.83860955928,3726.8,1510,True,1947.0,610.0,False,True
13603,0.2434163701067615,53472.22222222222,157.2,71,True,0.0,0.0,True,True
13605,0.3801558639042007,65062.5,86.8,29,False,119.0,0.0,False,True
13606,0.5035080478745357,64344.26229508197,1211.8,565,False,77.0,17.0,True,True
13607,0.5542857142857143,62500.0,644.4,205,False,0.0,0.0,True,True
13608,0.352035203520352,57617.1875,402.6,86,True,50.0,0.0,True,True
13612,0.4439511653718091,63020.833333333336,799.4,218,False,36.0,0.0,True,True
13613,0.4070660522273425,56839.62264150943,1814.4,590,True,74.0,57.0,True,True
13614,0.3188405797101449,37500.0,440.6,201,True,0.0,0.0,True,True
13616,0.3822314049586777,48310.81081081081,155.2,50,True,84.0,0.0,False,True
13617,0.312603101286704,68436.67546174143,480.4,203,False,259.0,97.0,False,True
13618,0.5016538037486218,67170.32967032967,249.2,89,False,0.0,0.0,True,True
13619,0.3981176470588235,57978.723404255325,471.6,141,True,463.0,89.0,False,True
13620,0.4453049370764763,58423.91304347826,7.0,0,True,126.0,31.0,False,False
13621,0.4325259515570934,56500.0,2487.2,888,True,0.0,0.0,True,True
13622,0.5491183879093199,67660.5504587156,4435.6,1568,False,8.0,0.0,True,True
13624,0.4398945874721265,70103.6866359447,588.2,160,False,62.0,20.0,True,True
13625,0.6125080593165699,68157.8947368421,521.8,115,True,198.0,0.0,True,True
13626,0.4031551270815074,65217.391304347824,0.0,0,False,133.0,0.0,False,False
13630,0.3534303534303534,56372.549019607846,20.2,6,True,240.0,0.0,False,True
13633,0.2830188679245283,40277.77777777777,2525.6,824,True,0.0,0.0,True,True
13634,0.4788446921712693,66997.35449735449,671.6,160,False,41.0,17.0,True,True
13635,0.3456591639871382,57267.44186046512,275.8,115,True,0.0,0.0,True,True
13636,0.7344632768361582,49038.461538461546,400.0,97,True,0.0,0.0,True,True
13637,0.4696194079679501,49881.516587677725,340.2,90,True,187.0,34.0,False,True
13638,0.510752688172043,42763.15789473684,0.0,0,True,0.0,0.0,True,False
13640,0.8278145695364238,96500.0,1071.2,307,True,0.0,0.0,True,True
13642,0.3745804915015698,57478.32369942197,45.8,0,True,98.0,42.0,False,False
13646,0.412051395657953,58467.74193548388,512.0,112,True,16.0,0.0,True,True
13648,0.4882909815645241,63647.95918367348,46.2,3,False,44.0,36.0,False,False
13650,0.4723247232472324,65429.6875,673.8,182,False,0.0,0.0,True,True
13652,0.4621380846325167,54819.27710843373,0.0,0,True,333.0,0.0,False,False
13654,0.3529411764705882,59077.38095238096,276.6,126,True,48.0,0.0,True,True
13655,0.4279095121286454,39888.53503184713,0.0,0,True,113.0,113.0,False,False
13656,0.3684210526315789,57352.94117647059,83.4,30,True,149.0,0.0,False,True
13658,0.468615649183147,60435.77981651376,0.0,0,False,24.0,0.0,False,False
13659,0.6596306068601583,59500.0,10.8,2,True,0.0,0.0,True,True
13660,0.4542996214169821,55952.38095238096,4684.6,1576,True,16.0,0.0,True,True
13661,0.3616438356164383,62500.0,419.2,168,False,0.0,0.0,True,True
13662,0.439908171495936,55535.96614950634,391.8,126,True,227.0,149.0,False,False
13664,0.594059405940594,69791.66666666666,0.6,0,False,0.0,0.0,True,False
13665,0.4679802955665024,53618.42105263157,1098.4,523,True,0.0,0.0,True,True
13667,0.4572690003153579,51810.3448275862,80.2,24,True,0.0,0.0,True,True
13668,0.44375,60739.43661971831,13.799999999999999,0,False,70.0,46.0,False,False
13669,0.381451009723261,60355.39215686275,559.2,135,False,255.0,17.0,False,True
13670,0.391644908616188,44166.66666666666,115.8,69,True,0.0,0.0,True,True
13672,0.7712765957446809,58620.68965517242,692.4,236,True,320.0,17.0,True,True
13673,0.4623208506703652,55625.0,541.8,209,True,144.0,0.0,True,True
13676,0.3533394456590732,65194.61077844311,254.8,98,False,242.0,176.0,False,False
13679,0.7490974729241877,59789.156626506025,294.0,120,True,0.0,0.0,True,True
13680,0.3361945636623748,56382.97872340425,368.2,135,True,0.0,0.0,True,True
13681,0.3707518022657055,52083.333333333336,117.0,58,True,0.0,0.0,True,True
13682,0.4970414201183432,64880.95238095238,1414.6,511,False,0.0,0.0,True,True
13684,0.4180887372013652,58163.26530612245,1049.2,392,True,0.0,0.0,True,True
13685,0.5486968449931413,70833.33333333334,127.0,45,False,20.0,0.0,True,True
13687,0.5148514851485149,64903.84615384616,0.0,0,False,0.0,0.0,True,False
13690,0.4269081500646831,57575.757575757576,72.4,22,True,0.0,0.0,True,True
13691,0.4226705091258405,63541.66666666667,222.0,91,False,100.0,0.0,False,True
13693,0.9523809523809524,70089.28571428571,62.0,24,True,0.0,0.0,True,True
13694,0.6384676775738228,67968.75,116.0,51,True,8.0,0.0,True,True
13696,0.5747126436781609,45000.0,699.8,250,True,0.0,0.0,True,True
13697,0.5109100585417775,57421.875,378.4,105,True,0.0,0.0,True,True
13730,0.4423545802856147,56200.78740157481,82.0,39,True,8.0,0.0,True,True
13731,0.499001996007984,74250.0,23.799999999999997,7,False,0.0,0.0,True,True
13732,0.4916524253976601,75969.2513368984,612.0,206,False,126.0,24.0,True,True
13733,0.4495939790057437,58149.77973568282,1333.2,594,True,33.0,17.0,True,True
13734,0.40893760539629,56056.70103092783,722.2,240,True,0.0,0.0,True,True
13736,0.6032097399003874,57798.16513761469,394.4,127,True,0.0,0.0,True,True
13739,0.5368289637952559,57558.139534883725,1229.4,574,True,8.0,0.0,True,True
13740,0.4642857142857143,80769.23076923078,2132.6,745,False,44.0,44.0,True,True
13743,0.4979375368296995,60872.78106508876,3974.6,1278,False,38.0,8.0,True,True
13744,0.3679175864606328,60750.0,3173.8,1276,False,0.0,0.0,True,True
13746,0.5882352941176471,62797.619047619046,2628.4,1056,False,8.0,0.0,True,True
13748,0.4601063829787234,60332.36994219652,2219.4,1127,False,0.0,0.0,True,True
13750,0.6751054852320675,53645.833333333336,4941.0,1821,True,24.0,0.0,True,True
13751,0.5741626794258373,37500.0,1883.8,917,True,8.0,0.0,True,True
13752,0.4262672811059907,63513.51351351352,1716.4,926,False,0.0,0.0,True,True
13753,0.3432862506704809,65364.58333333333,918.2,306,False,139.0,89.0,True,True
13754,0.4894578313253012,55865.38461538462,2409.4,791,True,52.0,52.0,True,True
13755,0.6531531531531531,55172.41379310345,1320.8,456,True,0.0,0.0,True,True
13756,0.345821325648415,49479.16666666666,2016.0,762,True,0.0,0.0,True,True
13757,0.3767660910518053,64583.33333333333,2251.2,924,False,8.0,0.0,True,True
13760,0.4912118408880666,63782.95668549906,1506.0,515,False,1258.0,686.0,False,False
13775,0.4374307862679956,65664.55696202532,0.0,0,False,132.0,18.0,False,False
13776,0.7178217821782178,65086.206896551725,0.0,0,True,40.0,0.0,False,False
13777,0.9595959595959596,54276.31578947368,28.8,8,True,0.0,0.0,True,True
13778,0.4879416713404375,62547.89272030651,236.2,118,False,118.0,17.0,False,True
13780,0.5452436194895591,58510.63829787234,125.0,33,True,0.0,0.0,True,True
13782,0.4383561643835616,58984.375,325.6,173,True,16.0,0.0,True,True
13783,0.4461604461604461,54687.5,0.0,0,True,190.0,0.0,False,False
13786,0.4371584699453552,67187.5,644.4,140,False,0.0,0.0,True,True
13787,0.482556243886534,53969.5945945946,712.8,260,True,63.0,31.0,True,True
13788,0.4692387904066736,57222.22222222222,40.0,40,True,0.0,0.0,True,True
13790,0.4552303056392596,51418.43971631205,21.2,11,True,646.0,414.0,False,False
13795,0.5788761002031144,57821.63742690058,78.2,23,True,16.0,0.0,True,True
13796,0.5823293172690763,56681.03448275862,43.8,0,True,8.0,0.0,True,False
13797,0.4560892770499757,54920.21276595745,226.2,78,True,0.0,0.0,True,True
13801,0.3676470588235294,51590.90909090909,842.2,296,True,0.0,0.0,True,True
13802,0.3892493049119555,61309.5238095238,903.2,317,False,20.0,0.0,True,True
13803,0.4301075268817204,58831.52173913044,151.6,67,True,58.0,38.0,True,True
13804,0.8421052631578947,63281.25,15.0,0,True,0.0,0.0,True,False
13807,0.4629629629629629,60208.33333333333,269.0,131,False,8.0,0.0,True,True
13808,0.5728788977519942,60284.81012658229,121.8,0,False,17.0,17.0,True,False
13809,0.3615071283095723,54577.4647887324,161.8,58,True,0.0,0.0,True,True
13810,0.4126984126984127,60336.53846153846,1015.5999999999999,356,False,16.0,0.0,True,True
13811,0.4660194174757281,61718.75,149.0,56,False,32.0,16.0,True,True
13812,0.4273877017008286,58035.71428571429,159.4,76,True,48.0,32.0,True,True
13813,0.3536693191865606,56250.0,344.8,110,True,0.0,0.0,True,True
13815,0.4541586073500967,57048.55195911414,436.8,128,True,237.0,58.0,False,True
13820,0.3431111111111111,61496.113989637306,218.8,62,False,300.0,246.0,False,False
13825,0.5003270111183781,59232.02614379085,521.6,156,True,16.0,0.0,True,True
13827,0.4519966015293118,63416.35338345864,0.0,0,False,242.0,174.0,False,False
13830,0.4135414555037502,57904.41176470588,788.6,377,True,85.0,17.0,True,True
13832,0.512249443207127,49456.52173913043,2.0,0,True,0.0,0.0,True,False
13833,0.4375145450314173,59574.468085106375,122.2,60,True,0.0,0.0,True,True
13835,0.4765564950038432,56048.38709677419,235.0,127,True,0.0,0.0,True,True
13838,0.4643574297188755,53581.08108108108,40.6,3,True,287.0,234.0,False,False
13839,0.4776345716451857,55952.38095238095,179.2,20,True,8.0,0.0,True,True
13841,0.4761904761904761,55434.78260869565,1157.6,497,True,0.0,0.0,True,True
13842,0.3278688524590163,60000.0,1185.4,388,True,8.0,0.0,True,True
13843,0.3629417382999045,56250.0,87.6,49,True,0.0,0.0,True,True
13844,0.5172413793103449,52651.51515151515,216.2,67,True,0.0,0.0,True,True
13846,0.4336043360433604,60156.25,31.2,24,False,0.0,0.0,True,True
13849,0.4656419529837251,58009.70873786408,567.0,185,True,52.0,20.0,True,True
13850,0.4285592932381923,78035.18334985134,210.0,73,False,963.0,537.0,False,False
13856,0.4403760514596734,55945.692883895135,848.4,285,True,127.0,55.0,True,True
13861,0.7048458149779736,64453.125,16.799999999999997,0,True,0.0,0.0,True,False
13862,0.5024311183144247,58534.94623655912,7.0,2,True,191.0,118.0,False,False
13863,0.4228329809725158,41250.0,645.4,276,True,8.0,0.0,True,True
13864,0.4529616724738676,52403.84615384616,155.0,116,True,8.0,0.0,True,True
13865,0.4416666666666666,61556.603773584895,1702.2,424,False,76.0,0.0,True,True
13901,0.426948295710496,59657.092614302455,9.6,0,True,389.0,164.0,False,False
13903,0.4539306389655358,61397.49702026221,64.6,44,False,378.0,196.0,False,False
13904,0.4379408358774608,52073.31730769231,430.4,180,True,112.0,16.0,True,True
13905,0.3902721063852853,55046.2962962963,3.0,0,True,535.0,245.0,False,False
14001,0.5304924448309599,68980.53278688525,1624.6,577,False,162.0,142.0,True,True
14004,0.4752101561159718,70036.10108303248,1154.2,452,False,155.0,112.0,True,True
14005,0.4508393285371702,60904.25531914893,190.8,93,False,55.0,0.0,True,True
14006,0.4945756222080408,61612.90322580645,117.8,40,False,152.0,56.0,False,False
14008,0.5018820577164367,53125.0,898.0,558,True,0.0,0.0,True,True
14009,0.489318970239182,59561.56716417911,19.0,7,True,122.0,122.0,False,False
14011,0.3721955647775904,63153.31010452961,92.4,26,False,140.0,0.0,False,True
14012,0.3708609271523179,59933.03571428572,655.2,217,True,8.0,0.0,True,True
14013,0.4357798165137614,54769.73684210526,287.4,96,True,0.0,0.0,True,True
14020,0.4531681668300508,57153.392330383474,179.2,50,True,735.0,428.0,False,False
14024,0.4520464263897373,64695.94594594595,22.0,16,False,8.0,0.0,False,True
14025,0.4235482152370804,77830.18867924529,345.4,157,False,114.0,54.0,True,True
14026,0.8893280632411067,73333.33333333333,2005.1999999999998,508,True,0.0,0.0,True,True
14028,0.4884318766066838,67105.26315789473,0.0,0,False,0.0,0.0,True,False
14030,0.3667481662591687,62000.0,359.6,138,False,0.0,0.0,True,True
14031,0.5482705214248839,86440.6779661017,210.6,80,False,123.0,47.0,False,True
14032,0.445516458569807,95222.92993630574,3.0,3,False,132.0,48.0,False,False
14033,0.8493150684931506,79939.51612903224,22.0,22,True,0.0,0.0,True,True
14034,0.3302825308396339,61897.59036144578,1904.8,696,False,0.0,0.0,True,True
14036,0.4365519792822789,68167.37288135593,288.2,132,False,59.0,11.0,True,True
14037,0.6438213914849429,69758.06451612903,226.39999999999998,96,True,0.0,0.0,True,True
14040,0.5780989438576987,67307.6923076923,163.4,60,False,53.0,46.0,True,False
14042,0.395185101067454,51652.29885057471,285.6,95,True,39.0,39.0,True,True
14043,0.5177253769650305,61260.65065840434,392.8,143,False,849.0,671.0,False,False
14047,0.5043110460387181,66693.54838709677,91.2,27,False,178.0,148.0,False,False
14048,0.4374453193350831,47730.769230769234,6.2,3,True,496.0,336.0,False,False
14051,0.5494505494505495,96244.23963133642,28.4,21,False,384.0,216.0,False,False
14052,0.5239064089521872,84641.3160733549,384.8,139,False,329.0,183.0,False,False
14054,0.471976401179941,62890.625,561.0,244,False,0.0,0.0,True,True
14055,0.5017182130584192,69178.08219178082,6013.0,2211,False,0.0,0.0,True,True
14057,0.5437044745057232,73714.1148325359,0.0,0,False,107.0,68.0,False,False
14058,0.4194352159468438,63985.14851485149,39.6,36,False,40.0,0.0,False,True
14059,0.5192647211548448,85000.0,746.6,283,False,339.0,168.0,False,True
14060,0.5617977528089888,52500.0,73.8,36,True,0.0,0.0,True,True
14062,0.4767763764995386,59435.48387096774,12.2,2,True,0.0,0.0,True,True
14063,0.3954888363941172,65269.74951830443,782.2,255,False,336.0,260.0,False,False
14065,0.4579278763594734,55781.25,1.2,0,True,0.0,0.0,True,False
14066,0.4208600182982616,55978.260869565216,338.2,108,True,70.0,0.0,True,True
14067,0.6231380337636544,62749.00398406375,691.0,191,True,72.0,16.0,True,True
14068,0.4530663329161452,85497.23756906077,452.0,216,False,590.0,412.0,False,False
14069,0.6349206349206349,74062.5,192.6,41,True,0.0,0.0,True,True
14070,0.3653410927901713,54811.94690265487,35.6,13,True,84.0,36.0,False,False
14072,0.5285767650354875,82133.39222614841,125.19999999999999,18,False,841.0,544.0,False,False
14075,0.5240977359336472,73577.84431137725,93.0,38,False,871.0,517.0,False,False
14080,0.5005931198102017,72334.1232227488,530.4,209,False,107.0,65.0,True,True
14081,0.415807560137457,57644.62809917356,105.6,96,True,0.0,0.0,True,True
14082,0.3427719821162444,62500.0,238.39999999999998,78,False,8.0,0.0,True,True
14085,0.4880694143167028,83549.38271604937,3.0,3,False,211.0,153.0,False,False
14086,0.5318755160730048,80072.26980728052,431.0,189,False,740.0,502.0,False,False
